id_colaborador,nome,sexo,idade,estado_civil,escolaridade,cidade,estado,regional,centro_distribuicao,departamento,cargo,gestor,data_admissao,tempo_empresa,salario,tipo_contrato,modelo_trabalho,pcd,status,turnover,motivo_desligamento,faltas,absenteismo,dias_afastamento,tipo_afastamento,horas_extras,banco_horas,sla_recrutamento,nota_desempenho,engajamento,horas_treinamento,promovido,ferias_pendentes
94,Isadora Campos,Masculino,29,Solteiro,Superior,São Paulo,SP,Sudeste,CD São Paulo,Financeiro,Analista,Catarina Martins,2016-06-13,"10,1",6836,CLT,Presencial,Não,Ativo,Não,,1,"2,89",0,,57,1,58,"3,4",94,16,Não,1
95,Vitória Novais,Masculino,27,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Conferente,Luiza Sá,2025-12-27,"0,5",2770,CLT,Presencial,Não,Ativo,Não,,1,"2,82",0,,9,-1,35,4,87,3,Não,13
96,Sofia Lima,Feminino,42,Casado,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Last Mile,Coordenador,Melissa Castro,2023-08-23,"2,9",15869,CLT,Presencial,Não,Ativo,Não,,0,"1,5",5,Licença Médica,20,-16,60,"3,6",74,10,Não,23
97,Sra. Milena da Luz,Feminino,53,Solteiro,Técnico,Curitiba,PR,Sul,CD Curitiba,Operações,Auxiliar Operacional,João Guilherme Vargas,2017-04-29,"9,2",2158,CLT,Presencial,Não,Ativo,Não,,1,"3,93",10,INSS,20,-13,46,"2,5",53,31,Não,27
98,Raquel Pires,Masculino,25,Casado,Médio,Curitiba,PR,Sul,CD Curitiba,Financeiro,Assistente,João Guilherme Macedo,2024-04-25,"2,2",3723,CLT,Presencial,Não,Ativo,Não,,0,"2,57",0,,5,4,12,"3,1",74,32,Não,3
99,João Pedro da Costa,Masculino,37,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Supervisor,Lucas Gabriel Dias,2025-06-15,1,7981,CLT,Presencial,Não,Ativo,Não,,2,"2,71",2,Licença Médica,4,0,44,"3,3",83,33,Não,8
100,Anna Liz Carvalho,Feminino,35,Solteiro,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Supervisor,Igor Gomes,2019-01-03,"7,5",8089,CLT,Presencial,Não,Ativo,Não,,1,"6,2",2,Acidente,56,-20,17,"2,1",76,22,Não,30
101,Srta. Hadassa Azevedo,Feminino,41,Casado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Transporte,Analista,Maria Luísa Farias,2021-01-12,"5,5",5145,CLT,Presencial,Não,Ativo,Não,,3,"2,52",5,INSS,37,14,28,"3,1",83,29,Não,30
102,Nina Leão,Feminino,42,Viúvo,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Operações,Auxiliar Operacional,Gustavo Leão,2017-02-27,"9,3",1972,CLT,Presencial,Não,Ativo,Não,,1,"3,23",0,,23,17,45,"2,9",80,39,Não,16
103,Alícia Teixeira,Feminino,24,Viúvo,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Auxiliar Operacional,Maria Helena Mendes,2023-11-07,"2,6",1915,CLT,Presencial,Sim,Ativo,Não,,4,"3,69",0,,24,-1,46,"2,8",59,2,Não,11
104,Luiz Gustavo da Rosa,Feminino,18,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Operações,Auxiliar Operacional,Mariah Nascimento,2025-08-17,"0,9",2458,CLT,Presencial,Não,Ativo,Não,,2,"3,44",0,,8,36,38,"3,7",83,3,Não,22
105,Dra. Ísis Pereira,Masculino,29,Divorciado,Fundamental,Curitiba,PR,Sul,CD Curitiba,Centro de Distribuição,Conferente,Ryan Câmara,2017-08-01,"8,9",2772,CLT,Presencial,Não,Ativo,Não,,2,"1,62",0,,21,28,44,"2,8",56,39,Não,13
106,Pedro Henrique Mendonça,Feminino,32,Casado,Técnico,Curitiba,PR,Sul,CD Curitiba,Centro de Distribuição,Auxiliar Operacional,Mathias Fernandes,2021-01-21,"5,4",2217,CLT,Presencial,Não,Inativo,Sim,Desligamento sem Justa Causa,3,"3,35",0,,48,38,48,"3,1",65,40,Não,6
107,Maria Luiza Silveira,Feminino,38,Solteiro,Superior,Salvador,BA,Nordeste,CD Salvador,Centro de Distribuição,Supervisor,Ravi Lucca Cardoso,2026-03-19,"0,3",8952,CLT,Híbrido,Não,Ativo,Não,,0,"1,85",2,Acidente,10,6,55,3,84,22,Não,29
108,Yasmin Alves,Masculino,33,Casado,Fundamental,São Paulo,SP,Sudeste,CD São Paulo,Operações,Supervisor,Amanda Barros,2020-09-06,"5,8",10449,CLT,Presencial,Não,Ativo,Não,,4,"1,78",15,INSS,19,30,18,"3,5",63,38,Não,27
109,Mariane Carvalho,Masculino,37,Casado,Fundamental,Campinas,SP,Sudeste,CD Campinas,Operações,Conferente,Emilly Aragão,2017-09-20,"8,8",3174,CLT,Presencial,Não,Ativo,Não,,4,"3,57",0,,1,-3,45,"3,6",97,34,Não,12
110,Mateus Duarte,Masculino,18,Casado,Médio,Salvador,BA,Nordeste,CD Salvador,Operações,Auxiliar Operacional,Rafael Duarte,2026-02-22,"0,4",2017,CLT,Presencial,Não,Ativo,Não,,1,"4,64",2,Acidente,29,-17,46,"3,1",66,0,Não,0
111,Dr. João Lucas Sá,Feminino,35,Casado,Técnico,Recife,PE,Nordeste,CD Recife,Atendimento,Supervisor,Isis Barros,2024-12-17,"1,5",10557,CLT,Presencial,Não,Ativo,Não,,1,"5,5",0,,59,38,12,"2,7",89,10,Não,12
112,Allana Souza,Masculino,40,Solteiro,Pós,Salvador,BA,Nordeste,CD Salvador,Transporte,Supervisor,Ana Júlia Ferreira,2021-07-30,"4,9",10940,CLT,Presencial,Não,Inativo,Sim,Fim de Contrato,1,"2,08",5,Acidente,42,38,56,"2,9",71,16,Não,12
113,Bernardo Vasconcelos,Masculino,18,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Tecnologia,Analista Sênior,Ana Cecília Sá,2024-08-06,"1,9",7340,CLT,Presencial,Não,Ativo,Não,,2,"6,36",5,Acidente,36,3,44,"2,1",68,12,Não,14
114,Josué Costa,Masculino,30,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Financeiro,Coordenador,Eduardo da Costa,2022-05-09,"4,1",13211,CLT,Presencial,Não,Ativo,Não,,2,"3,48",0,,34,33,30,"3,8",59,10,Não,6
115,Renan Rios,Masculino,34,Casado,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Auxiliar Operacional,Henrique Martins,2018-11-09,"7,6",2306,CLT,Presencial,Não,Ativo,Não,,5,"3,18",2,INSS,40,-17,16,"2,5",51,34,Não,15
116,Sra. Maria Eduarda Cavalcante,Masculino,40,Casado,Pós,Curitiba,PR,Sul,CD Curitiba,Jurídico,Gerente,Bruna Vasconcelos,2024-03-07,"2,3",19767,CLT,Híbrido,Sim,Ativo,Não,,5,"0,87",15,INSS,16,14,39,"3,9",39,29,Não,14
117,Leonardo Caldeira,Masculino,42,Casado,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Jurídico,Gerente,Amanda das Neves,2023-10-12,"2,7",20747,CLT,Presencial,Não,Ativo,Não,,3,"3,45",15,Licença Médica,48,-10,44,"2,9",84,7,Não,2
118,Maria Flor Gonçalves,Feminino,33,Solteiro,Superior,Recife,PE,Nordeste,CD Recife,Last Mile,Motorista,Srta. Ana Vitória Pastor,2021-07-08,5,2983,CLT,Presencial,Não,Ativo,Não,,4,"3,57",0,,33,32,48,"3,7",55,0,Não,16
119,Dra. Isabelly Caldeira,Masculino,18,Casado,Técnico,Recife,PE,Nordeste,CD Recife,Last Mile,Motorista,Sra. Bárbara Vieira,2020-04-05,"6,2",4387,CLT,Presencial,Não,Ativo,Não,,1,"4,23",0,,18,-6,31,"2,6",77,29,Não,30
120,Ana Cecília Ferreira,Masculino,29,Solteiro,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Supervisor,Mariane Ribeiro,2023-09-24,"2,8",10414,CLT,Presencial,Não,Ativo,Não,,1,"1,22",0,,17,7,20,"3,2",75,0,Não,10
121,Sr. Thiago Ramos,Feminino,38,Solteiro,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Supervisor,Sr. Otto Mendonça,2017-03-03,"9,3",9265,CLT,Híbrido,Não,Ativo,Não,,1,"2,42",0,,3,0,30,"3,6",73,12,Não,4
122,Pedro Fonseca,Masculino,18,Casado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Tecnologia,Gerente,Natália Santos,2025-08-24,"0,9",18519,CLT,Presencial,Não,Ativo,Não,,0,"6,22",0,,46,20,22,"2,9",74,17,Não,4
123,Pedro Henrique Cavalcanti,Feminino,43,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Financeiro,Coordenador,Dra. Júlia Pimenta,2025-11-08,"0,6",11939,CLT,Presencial,Não,Ativo,Não,,2,"1,82",0,,8,36,58,"4,7",94,9,Não,20
124,Rafaela Martins,Masculino,18,Casado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Auxiliar Operacional,Juliana Duarte,2017-07-11,9,2435,CLT,Presencial,Sim,Inativo,Sim,Desligamento sem Justa Causa,3,"0,57",0,,12,-4,49,"2,7",72,27,Não,25
125,Caio da Mota,Masculino,35,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Comercial,Analista,Isabelly Sá,2020-09-01,"5,8",6051,CLT,Presencial,Não,Ativo,Não,,5,"2,1",15,Licença Médica,58,24,31,"2,2",93,3,Não,7
126,Maria Helena Fernandes,Feminino,39,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Operações,Auxiliar Operacional,Thales Duarte,2023-04-11,"3,2",2470,CLT,Presencial,Não,Ativo,Não,,2,"5,11",0,,33,-8,17,"3,2",75,39,Não,3
127,Ryan Cunha,Masculino,45,Divorciado,Técnico,Campinas,SP,Sudeste,CD Campinas,Transporte,Supervisor,Dr. Luigi da Mota,2018-12-08,"7,6",9408,CLT,Presencial,Não,Ativo,Não,,1,"3,25",15,Acidente,46,40,30,"3,4",88,4,Não,5
128,Kamilly Novais,Masculino,27,Viúvo,Técnico,Salvador,BA,Nordeste,CD Salvador,Operações,Conferente,Valentim Correia,2022-03-07,"4,3",3062,CLT,Híbrido,Não,Ativo,Não,,5,"-0,22",5,Licença Médica,13,4,27,"4,3",79,18,Sim,22
129,Isaque Silveira,Masculino,35,Viúvo,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Conferente,Rebeca Novais,2022-01-10,"4,5",2340,CLT,Presencial,Não,Ativo,Não,,1,"2,83",0,,5,-4,29,"3,1",81,23,Não,17
130,Renan Ramos,Masculino,30,Casado,Fundamental,Curitiba,PR,Sul,CD Curitiba,RH,Analista,Sra. Melissa Vieira,2016-05-16,"10,1",6176,CLT,Híbrido,Não,Ativo,Não,,4,"1,7",0,,36,-18,29,"3,6",78,19,Não,20
131,Caleb da Rocha,Masculino,45,Divorciado,Superior,São Paulo,SP,Sudeste,CD São Paulo,Operações,Supervisor,Nathan Sales,2025-05-23,"1,1",8427,CLT,Presencial,Não,Ativo,Não,,0,"3,81",5,Licença Médica,26,37,10,"2,4",71,16,Não,21
132,Leandro Ribeiro,Masculino,26,Divorciado,Pós,São Paulo,SP,Sudeste,CD São Paulo,Comercial,Assistente,Maria Eduarda Melo,2023-08-12,"2,9",3351,CLT,Presencial,Não,Ativo,Não,,2,"0,25",0,,3,-13,50,"4,7",59,18,Não,15
133,Vitória Ferreira,Feminino,44,Casado,Médio,Salvador,BA,Nordeste,CD Salvador,Comercial,Gerente,Luísa Fogaça,2025-10-16,"0,7",19480,CLT,Presencial,Não,Ativo,Não,,0,"-0,26",15,Licença Médica,26,32,50,"3,4",83,5,Não,4
134,Sra. Júlia das Neves,Masculino,45,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Last Mile,Coordenador,Igor Campos,2021-05-11,"5,1",11305,CLT,Presencial,Não,Inativo,Sim,Fim de Contrato,1,"1,43",2,INSS,20,27,56,"2,9",84,35,Não,6
135,Srta. Luara Campos,Feminino,19,Casado,Técnico,Recife,PE,Nordeste,CD Recife,Operações,Conferente,Dra. Ester Correia,2016-11-05,"9,7",2984,CLT,Presencial,Não,Ativo,Não,,1,"2,24",0,,20,-20,34,"2,7",76,35,Não,16
136,Rodrigo da Mota,Feminino,33,Solteiro,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Atendimento,Analista,Dra. Valentina Peixoto,2024-09-02,"1,8",5081,CLT,Híbrido,Não,Ativo,Não,,4,"4,25",15,Licença Médica,38,-18,35,"3,1",74,14,Não,3
137,Carlos Eduardo Correia,Masculino,36,Divorciado,Fundamental,Curitiba,PR,Sul,CD Curitiba,RH,Gerente,Ian Fonseca,2021-04-21,"5,2",19240,CLT,Presencial,Não,Ativo,Não,,4,"3,53",0,,48,4,29,"3,4",90,30,Não,3
138,Kevin Albuquerque,Feminino,35,Solteiro,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Last Mile,Supervisor,Dra. Carolina da Mota,2024-06-20,2,10354,CLT,Híbrido,Não,Ativo,Não,,2,"2,73",15,Acidente,50,12,59,"3,1",67,40,Não,18
139,Benjamim Novaes,Feminino,41,Casado,MBA,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Coordenador,Davi Lucas Porto,2023-02-19,"3,4",13761,CLT,Presencial,Não,Ativo,Não,,1,"3,46",15,Acidente,38,37,14,"3,5",82,27,Não,29
140,Bella Albuquerque,Feminino,50,Casado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Conferente,Larissa Melo,2020-01-31,"6,4",2365,Temporário,Presencial,Não,Ativo,Não,,0,"3,45",0,,40,17,29,"2,3",76,26,Não,8
141,Maysa Fernandes,Masculino,45,Casado,Médio,Curitiba,PR,Sul,CD Curitiba,Operações,Supervisor,Benjamim da Cunha,2025-09-24,"0,8",7099,CLT,Presencial,Não,Ativo,Não,,0,"5,99",10,Acidente,46,4,19,"3,6",87,14,Não,26
142,Bruna Azevedo,Masculino,21,Casado,Pós,Campinas,SP,Sudeste,CD Campinas,Last Mile,Motorista,Rebeca Barbosa,2019-06-25,7,4243,CLT,Presencial,Não,Inativo,Sim,Pedido de Demissão,2,"0,97",0,,21,6,59,"4,2",81,34,Não,19
143,Ana Júlia Cassiano,Feminino,37,Casado,Superior,São Paulo,SP,Sudeste,CD São Paulo,Last Mile,Coordenador,Kevin Barros,2017-01-01,"9,5",14751,CLT,Presencial,Não,Ativo,Não,,1,"2,53",0,,14,12,55,"4,2",56,4,Não,10
144,Dante Novais,Feminino,32,Casado,Médio,Recife,PE,Nordeste,CD Recife,Operações,Supervisor,Heloisa Vasconcelos,2018-08-03,"7,9",9551,CLT,Presencial,Não,Ativo,Não,,2,"2,62",10,Acidente,2,21,26,"2,7",85,8,Não,28
145,Maria Helena Machado,Masculino,43,Casado,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Centro de Distribuição,Auxiliar Operacional,Letícia Pastor,2019-10-24,"6,7",2579,CLT,Presencial,Não,Ativo,Não,,0,"4,94",0,,59,13,31,"2,8",72,10,Não,25
146,Lorena Nunes,Masculino,41,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Conferente,Ana Liz Pimenta,2016-05-14,"10,1",2913,Temporário,Presencial,Não,Ativo,Não,,3,"3,43",0,,60,-9,36,3,73,22,Não,24
147,Srta. Giovanna Pires,Feminino,22,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Transporte,Supervisor,João Ribeiro,2021-09-30,"4,8",9876,CLT,Presencial,Não,Ativo,Não,,2,"1,96",5,INSS,23,-4,21,"3,9",65,22,Não,15
148,Emanuel da Costa,Feminino,36,Solteiro,Fundamental,Goiânia,GO,Centro-Oeste,CD Goiânia,Last Mile,Motorista,Yuri Barbosa,2023-08-05,"2,9",3520,CLT,Presencial,Não,Ativo,Não,,0,"2,84",10,Acidente,8,26,60,"2,9",95,35,Não,1
149,Alexandre Jesus,Masculino,48,Divorciado,Superior,Salvador,BA,Nordeste,CD Salvador,Centro de Distribuição,Supervisor,Olivia da Rocha,2026-04-08,"0,2",8959,CLT,Presencial,Não,Ativo,Não,,3,"2,82",10,Acidente,54,-8,57,"2,5",68,28,Não,6
150,Igor da Paz,Masculino,32,Casado,Fundamental,São Paulo,SP,Sudeste,CD São Paulo,Operações,Conferente,Sra. Mirella Barbosa,2016-03-11,"10,3",2964,CLT,Presencial,Não,Ativo,Não,,5,"3,43",0,,12,1,25,"3,3",74,40,Não,18
151,Isabel da Luz,Masculino,33,Casado,Pós,São Paulo,SP,Sudeste,CD São Paulo,Operações,Conferente,Fernanda Lima,2019-05-07,"7,2",2759,CLT,Presencial,Não,Ativo,Não,,1,"4,03",15,Acidente,13,-6,37,"3,4",66,17,Não,1
152,Yago Câmara,Feminino,48,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Centro de Distribuição,Conferente,Clarice da Mata,2017-06-15,9,3042,CLT,Presencial,Sim,Ativo,Não,,2,"0,68",10,INSS,28,7,40,"3,6",84,33,Não,28
153,Brayan Araújo,Feminino,38,Casado,Superior,Curitiba,PR,Sul,CD Curitiba,Operações,Auxiliar Operacional,Leandro Peixoto,2019-03-05,"7,3",2482,CLT,Presencial,Não,Ativo,Não,,1,"3,94",15,INSS,8,10,12,"3,7",64,20,Não,25
154,Dra. Laura Macedo,Masculino,28,Casado,Pós,Recife,PE,Nordeste,CD Recife,Comercial,Assistente,Ravi Lucca Sales,2020-02-02,"6,4",3099,CLT,Presencial,Não,Ativo,Não,,0,"2,47",0,,41,30,35,"2,1",66,22,Não,17
155,Nathan da Mata,Feminino,27,Casado,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Atendimento,Assistente,Ágatha Monteiro,2021-10-10,"4,7",3667,CLT,Presencial,Não,Ativo,Não,,6,"5,86",5,Licença Médica,37,-13,10,"3,5",67,36,Não,30
156,Anna Liz Peixoto,Feminino,35,Casado,Médio,Recife,PE,Nordeste,CD Recife,Operações,Auxiliar Operacional,Pedro Sousa,2017-08-30,"8,8",1976,CLT,Presencial,Não,Ativo,Não,,1,"3,67",10,Licença Médica,34,27,36,"3,9",57,19,Não,11
157,Dr. Apollo Borges,Feminino,18,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Transporte,Supervisor,Antônio Teixeira,2022-12-02,"3,6",7165,CLT,Híbrido,Não,Inativo,Sim,Fim de Contrato,1,"2,78",5,Acidente,60,22,44,"2,9",82,2,Não,15
158,Juliana Oliveira,Feminino,37,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Auxiliar Operacional,Erick Melo,2016-12-04,"9,6",2550,Temporário,Presencial,Não,Ativo,Não,,3,"3,03",0,,24,28,51,"2,9",62,19,Não,5
159,Melina da Mota,Masculino,30,Casado,Pós,Brasília,DF,Centro-Oeste,CD Brasília,Centro de Distribuição,Supervisor,Pedro Henrique Porto,2022-02-14,"4,4",8205,CLT,Presencial,Não,Ativo,Não,,1,"3,69",0,,17,-9,31,"3,1",76,21,Não,17
160,Ayla Melo,Feminino,26,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Last Mile,Motorista,Dr. Lucas Gabriel Duarte,2017-10-15,"8,7",3604,CLT,Presencial,Não,Ativo,Não,,1,"5,5",10,INSS,49,22,31,"3,6",100,19,Não,7
161,Bella Castro,Masculino,37,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Operações,Conferente,Dr. Thales da Paz,2026-05-20,"0,1",3004,CLT,Presencial,Não,Ativo,Não,,2,"1,28",15,Acidente,19,-1,48,"3,7",77,11,Não,16
162,Maria Liz Teixeira,Feminino,28,Divorciado,Fundamental,Salvador,BA,Nordeste,CD Salvador,Last Mile,Supervisor,Ana Carolina Marques,2018-07-13,8,7782,CLT,Híbrido,Não,Ativo,Não,,2,"4,32",0,,18,19,20,"3,5",74,7,Não,28
163,Levi da Cunha,Feminino,36,Solteiro,MBA,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Conferente,Sr. Nathan Moraes,2025-11-20,"0,6",2575,CLT,Presencial,Não,Ativo,Não,,2,"1,97",0,,48,17,19,"2,5",78,39,Não,13
164,Vitor Hugo Martins,Masculino,24,Casado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Transporte,Analista,Ana Júlia Correia,2024-10-21,"1,7",5471,CLT,Presencial,Não,Ativo,Não,,5,"-0,26",0,,0,-3,22,"3,3",47,15,Não,8
165,Maria Cecília Pinto,Masculino,43,Divorciado,Superior,Campinas,SP,Sudeste,CD Campinas,Centro de Distribuição,Conferente,Melina Teixeira,2022-10-27,"3,7",2589,CLT,Presencial,Não,Ativo,Não,,2,"2,45",15,Acidente,6,4,22,"3,3",75,31,Não,26
166,Gustavo da Mata,Feminino,38,Divorciado,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Conferente,Caroline da Paz,2016-08-07,"9,9",2384,CLT,Presencial,Não,Ativo,Não,,3,"2,64",0,,52,-16,34,"2,6",72,40,Não,30
167,Raquel Campos,Feminino,23,Solteiro,Técnico,Curitiba,PR,Sul,CD Curitiba,Operações,Conferente,Isaque Santos,2025-09-28,"0,8",3172,CLT,Presencial,Não,Ativo,Não,,0,"3,5",0,,21,25,17,"4,1",67,7,Não,26
168,Leonardo Novaes,Masculino,30,Casado,Médio,Recife,PE,Nordeste,CD Recife,Operações,Supervisor,Yuri Jesus,2025-01-13,"1,5",9004,CLT,Presencial,Não,Ativo,Não,,2,"4,49",10,INSS,48,23,40,"3,7",91,22,Não,19
169,Henry Gabriel Camargo,Masculino,37,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Operações,Auxiliar Operacional,Bárbara Ramos,2023-05-20,"3,1",2220,CLT,Presencial,Não,Ativo,Não,,2,"2,83",2,Licença Médica,53,37,38,"3,5",64,20,Não,20
170,Theo Silva,Feminino,39,Solteiro,Técnico,Salvador,BA,Nordeste,CD Salvador,Financeiro,Analista,Thomas Santos,2018-08-03,"7,9",6731,CLT,Presencial,Não,Ativo,Não,,3,"5,07",0,,37,37,22,"3,3",77,31,Não,16
171,Oliver Mendes,Feminino,27,Casado,Pós,Curitiba,PR,Sul,CD Curitiba,Last Mile,Coordenador,Isabelly Marques,2020-02-26,"6,3",15567,CLT,Híbrido,Não,Ativo,Não,,0,"1,29",0,,18,-5,21,"2,6",59,30,Não,23
172,Clara Gomes,Feminino,44,Solteiro,Superior,São Paulo,SP,Sudeste,CD São Paulo,Transporte,Motorista,Thomas Souza,2025-10-22,"0,7",3150,CLT,Presencial,Não,Ativo,Não,,1,"1,52",5,Acidente,33,33,34,"3,7",73,1,Não,29
173,Bernardo da Mota,Masculino,18,Casado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Atendimento,Assistente,Manuela Viana,2018-05-01,"8,2",3588,CLT,Presencial,Não,Ativo,Não,,0,"3,1",2,INSS,48,23,56,"3,3",74,22,Não,3
174,Juliana Abreu,Masculino,42,Solteiro,Fundamental,Curitiba,PR,Sul,CD Curitiba,Centro de Distribuição,Auxiliar Operacional,Kaique Pastor,2018-01-08,"8,5",2448,CLT,Remoto,Não,Ativo,Não,,0,"4,98",0,,21,27,11,"3,5",66,0,Não,7
175,Rebeca Cassiano,Feminino,18,Solteiro,Fundamental,Campinas,SP,Sudeste,CD Campinas,Operações,Conferente,Zoe Mendes,2021-07-04,5,2787,CLT,Presencial,Não,Ativo,Não,,1,"1,34",10,INSS,43,21,51,"3,5",64,20,Não,14
176,Dr. Yuri Teixeira,Masculino,34,Casado,Superior,Campinas,SP,Sudeste,CD Campinas,Financeiro,Analista,Maria Flor Marques,2021-07-21,"4,9",6913,CLT,Presencial,Não,Ativo,Não,,3,"3,88",0,,15,39,15,"3,1",64,4,Não,21
177,Sr. Isaque Oliveira,Feminino,21,Divorciado,Superior,São Paulo,SP,Sudeste,CD São Paulo,Operações,Supervisor,Isabel Vasconcelos,2021-05-07,"5,2",9950,CLT,Presencial,Não,Ativo,Não,,2,"2,62",0,,25,-2,29,"3,5",88,35,Não,2
178,Ana Clara Dias,Feminino,19,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Centro de Distribuição,Auxiliar Operacional,Sra. Maria Helena Gomes,2016-05-24,"10,1",2086,CLT,Híbrido,Não,Ativo,Não,,1,"1,64",5,INSS,6,-19,40,"3,3",78,2,Não,21
179,Clarice Monteiro,Masculino,23,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Transporte,Supervisor,Davi Lucas Montenegro,2022-01-15,"4,5",8220,CLT,Presencial,Não,Inativo,Sim,Fim de Contrato,2,"3,34",15,INSS,8,35,55,"3,1",95,3,Não,28
180,Luísa Brito,Masculino,48,Solteiro,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Atendimento,Analista,Beatriz Moura,2019-12-18,"6,5",5716,CLT,Presencial,Não,Ativo,Não,,1,"1,56",0,,57,39,21,"3,1",66,22,Não,13
181,Alice Silveira,Feminino,30,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Last Mile,Motorista,Nicolas Rezende,2025-01-17,"1,5",4409,CLT,Presencial,Não,Ativo,Não,,0,"2,8",15,Acidente,8,20,34,"2,7",79,13,Não,2
182,Breno Melo,Feminino,18,Solteiro,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Conferente,Lucca Pinto,2021-11-16,"4,6",2461,CLT,Presencial,Não,Ativo,Não,,3,"2,92",0,,10,5,36,"3,2",90,26,Não,14
183,Sra. Anna Liz Farias,Masculino,28,Solteiro,Fundamental,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Supervisor,Yasmin Garcia,2021-03-17,"5,3",7089,CLT,Presencial,Não,Ativo,Não,,1,"3,04",10,Acidente,54,-5,23,"3,1",62,9,Não,6
184,Dr. Vitor Hugo Andrade,Masculino,40,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Operações,Auxiliar Operacional,Ana Lívia da Costa,2023-10-15,"2,7",2063,CLT,Presencial,Não,Ativo,Não,,3,"4,39",5,INSS,2,22,38,"3,4",83,35,Não,21
185,Laura da Conceição,Feminino,43,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Transporte,Supervisor,Srta. Maya Brito,2018-04-20,"8,2",9685,CLT,Presencial,Sim,Ativo,Não,,1,"3,63",15,Licença Médica,38,-12,51,"2,7",81,30,Não,6
186,Beatriz Macedo,Masculino,21,Solteiro,Técnico,Salvador,BA,Nordeste,CD Salvador,Operações,Conferente,Kaique Alves,2019-03-28,"7,3",2343,CLT,Presencial,Não,Ativo,Não,,1,"4,4",5,INSS,34,0,13,"3,4",52,6,Não,25
187,Luan Vieira,Feminino,30,Divorciado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Centro de Distribuição,Supervisor,Juan Fogaça,2025-01-09,"1,5",7194,CLT,Presencial,Não,Ativo,Não,,3,"3,13",2,Acidente,10,4,41,3,71,9,Não,27
188,Dr. Diogo da Cruz,Masculino,27,Casado,Pós,Recife,PE,Nordeste,CD Recife,Atendimento,Assistente,Maria Sophia Nunes,2018-10-12,"7,7",3896,CLT,Presencial,Não,Ativo,Não,,1,"1,83",5,INSS,40,39,11,"3,6",89,0,Não,18
189,Emilly Cavalcante,Masculino,28,Solteiro,Técnico,Campinas,SP,Sudeste,CD Campinas,Centro de Distribuição,Conferente,Bruno Pimenta,2019-11-10,"6,6",3109,CLT,Presencial,Não,Ativo,Não,,6,"2,5",5,Licença Médica,30,24,45,4,75,19,Não,17
